store_name,state,product_topup_card,address,product_phone,product_broadband2go,city,phone,zipcode
Target,MA,True,579 Gar Hwy Ste 5,True,False,"Swansea,",(774) 488-3684,02777
NCS Wireless LLC,MA,True,795 Robeson St,True,False,"Fall River,",(508) 672-4293,02720
NCS Wireless at Silver City Galleria,MA,True,2 Galleria Mall Dr Unit 207,True,False,"Taunton,",(774) 501-1120,02780
Best Buy,MA,True,2 Galleria Mall Dr,True,False,"Taunton,",(508) 977-1200,02780
Target,MA,True,81 Taunton Depot Dr,True,False,"Taunton,",(508) 824-8004,02780
All Access Wireless,MA,True,56 Main St.,True,False,"Taunton,",(508) 967-6074,02780
Steadfast Group Inc,MA,True,800 N Main St Unit B,True,False,"Fall River,",(508) 617-8009,02720
Khan & Son Company Inc,MA,True,309 Whittenton St,True,False,"Taunton,",(508) 822-9222,02780
Wal-Mart,MA,True,1180 Fall River Ave,True,False,"Seekonk,",(508) 336-0290,02771
Best Buy,MA,True,41 Commerce Way,True,False,"Seekonk,",(508) 336-1391,02771
Lifetime Communications,MA,True,1332 Pleasant St,True,False,"Fall River,",(508) 676-2355,02723
Target,MA,True,79 Commerce Way,True,False,"Seekonk,",(508) 336-1117,02771
Kmart,MA,True,Rte 81 24 Canning Blvd,True,False,"Fall River,",(508) 679-2111,02721
NCS Wireless LLC,MA,True,502 S Main St,True,False,"Fall River,",(508) 675-4841,02721
Cell Talk Wireless,MA,True,860 Brock Ave,True,False,"New Bedford,",(774) 628-9412,02744
Digital 2000,MA,True,866 Kempton,True,False,"New Bedford,",(508) 999-9908,02740
Cell Talk Plus,MA,True,95 Rockdale Ave,True,False,"New Bedford,",(774) 425-2927,02740
Wal-Mart,MA,True,42 Fairhaven Commons Way,True,False,"Fairhaven,",(508) 993-8100,02719
Advanced Wireless New Bedford,MA,True,1834 Acushnet Ave,True,False,"New Bedford,",(508) 991-7810,02746
Best Buy,MA,True,27 Faunce Corner Rd,True,False,"North Dartmouth,",(508) 984-0002,02747
Best Buy,MA,True,200 Dartmouth Mall Space 1140,True,False,"North Dartmouth,",(508) 996-1517,02747
NCS Wireless LLC,MA,True,200 N Dartmouth Mall,True,False,"North Dartmouth,",(508) 718-7255,02747
Kmart,MA,True,9 Plaza Way,True,False,"Fairhaven,",(508) 997-1246,02719
Wal-Mart,MA,True,506 State Rd,True,False,"North Dartmouth,",(508) 984-7771,02747
Target,MA,True,479 State Rd,True,False,"North Dartmouth,",(508) 979-7530,02747
Hot Spot Wireless,MA,True,124 Nauset St,True,False,"New Bedford,",(774) 202-4627,02746
Lifetime Communications,MA,True,1332 Pleasant St,True,False,"Fall River,",(508) 676-2355,02723
NCS Wireless LLC,MA,True,502 S Main St,True,False,"Fall River,",(508) 675-4841,02721
Kmart,MA,True,Rte 81 24 Canning Blvd,True,False,"Fall River,",(508) 679-2111,02721
Wal-Mart,MA,True,36 Paramount Dr,True,False,"Raynham,",(508) 822-4900,02767
Wal-Mart,MA,True,638 Quequechan Street,True,False,"Fall River,",(508) 730-2677,02721
Smartphone Wireless,MA,True,1439 South Main St,True,False,"Fall River,",(508) 567-3917,02724
Wal-Mart,MA,True,160 BROADWAY,True,False,"Raynham,",(508) 692-6046,02767
Kmart,MA,True,1130 Newport Ave,True,False,"Attleboro,",(508) 761-4770,02703
Prime Time EP,RI,True,912 Broadway,True,False,"East Providence,",(401) 435-8050,02914
Target,MA,True,479 State Rd,True,False,"North Dartmouth,",(508) 979-7530,02747
Best Buy,MA,True,200 Dartmouth Mall Space 1140,True,False,"North Dartmouth,",(508) 996-1517,02747
Best Buy,MA,True,27 Faunce Corner Rd,True,False,"North Dartmouth,",(508) 984-0002,02747
NCS Wireless LLC,MA,True,200 N Dartmouth Mall,True,False,"North Dartmouth,",(508) 718-7255,02747
Preferred Wireless Consultants,RI,True,704 Broadway,True,False,"Pawtucket,",(401) 475-0943,02860
Nation Cellnet,RI,True,363 Smithfield Avenue,True,False,"Pawtucket,",(401) 305-7655,02860
Expert Wireless RI,RI,True,510 Prairie Ave,True,False,"Providence,",(401) 285-6050,02905
Telebeepers Dexter,RI,True,21 Dexter St,True,False,"Pawtucket,",(401) 727-0060,02860
Wal-Mart,MA,True,506 State Rd,True,False,"North Dartmouth,",(508) 984-7771,02747
Wal-Mart,MA,True,638 Quequechan Street,True,False,"Fall River,",(508) 730-2677,02721
Smartphone Wireless,MA,True,1439 South Main St,True,False,"Fall River,",(508) 567-3917,02724
Steadfast Group Inc,MA,True,800 N Main St Unit B,True,False,"Fall River,",(508) 617-8009,02720
NCS Wireless LLC,MA,True,795 Robeson St,True,False,"Fall River,",(508) 672-4293,02720
Wal-Mart,RI,True,199 CONNELL HWY,True,False,"Newport,",(401) 848-5167,02840
Wal-Mart,MA,True,54 Cousineau Drive,True,False,"Swansea,",(508) 677-3775,02777
Target,MA,True,579 Gar Hwy Ste 5,True,False,"Swansea,",(774) 488-3684,02777
Primetime,RI,True,1380 Broad St,True,False,"Providence,",(401) 572-3029,02905
PC-Tech,RI,True,901 Main St,True,False,"Pawtucket,",(401) 475-4775,02860
Migz Wireless Central Falls,RI,True,747 Broad St,True,False,"Central Falls,",(401) 475-6944,02863
Lauritas Video & Varieties,RI,True,881 Broad Street,True,False,"Central Falls,",(401) 722-5454,02863
The Electronics Market Inc.,RI,True,582 Dexter St,True,False,"Central Falls,",(401) 305-3303,02863
Primetime,RI,True,748 Cranston St,True,False,"Providence,",(401) 443-2619,02907
Primetime Providence,RI,True,500 Broad St,True,False,"Providence,",(401) 272-7022,02907
Providence Multiservice,RI,True,1188 Elmwood Ave,True,False,"Providence,",(401) 837-2626,02907
JR Electronics,RI,True,516 Cranston Street,True,False,"Providence,",(401) 453-5300,02907
Smart Cellular,RI,True,1052 Charles St,True,False,"Providence,",(401) 722-1618,02904
Wal-Mart,RI,True,51 SILVER SPRING ST,True,False,"Providence,",(401) 272-5047,02904
TeleService,RI,True,1103 Chalkstone Ave,True,False,"Providence,",(401) 331-0270,02908
Telebeepers 941 Providence,RI,True,941 Chalkstone Ave,True,False,"Providence,",(401) 727-0060,02908
Target,MA,True,41 Robert Dr,True,False,"South Easton,",(508) 230-0005,02375
Best Buy,MA,True,1337 S Washington St Route 1,True,False,"North Attleboro,",(508) 699-5800,02760
Wal-Mart,RI,True,258 POST RD,True,False,"Westerly,",(401) 322-0790,02891
Target,CT,True,195 River Road,True,False,"Jewett City,",(860) 823-2960,06351
Wal-Mart,CT,True,150 Gold Star Hwy,True,False,"Groton,",(860) 448-2022,06340
EZ Fone,CT,True,474 Colman St,True,False,"New London,",(860) 443-0301,06320
Wal-Mart,RI,True,1031 Ten Rod Rd,True,False,"North Kingstown,",(401) 294-0025,02852
Wal-Mart,RI,True,650 CENTRE OF NEW ENGLAND BLVD,True,False,"Coventry,",(401) 823-7780,02816
Company 4Zero1,RI,True,570 Douglas Avenue,True,False,"Providence,",(401) 228-8934,02908
Best Buy,MA,True,280 School St,True,False,"Mansfield,",(508) 261-2340,02048
Target,MA,True,1205 South Washington St.,True,False,"North Attleboro,",(508) 699-9118,02760
Wal-Mart,MA,True,1470 S WASHINGTON ST,True,False,"North Attleboro,",(508) 699-0277,02760
Best Buy,MA,True,999 S Washington St,True,False,"North Attleboro,",(508) 699-9001,02760
Hot Spot Wireless,MA,True,124 Nauset St,True,False,"New Bedford,",(774) 202-4627,02746
Zone Multi Service,RI,True,283 Plainfield St,True,False,"Providence,",(401) 383-7366,02909
Advanced Wireless New Bedford,MA,True,1834 Acushnet Ave,True,False,"New Bedford,",(508) 991-7810,02746
MJS Express Inc.,RI,True,292 Manton Ave,True,False,"Providence,",(401) 270-4948,02909
RI Wireless,RI,True,243 Webster Ave,True,False,"Providence,",(401) 270-2248,02909
Mundo Wireless RI,RI,True,319 Pocasset ave,True,False,"Providence,",(401) 274-5400,02909
Mega Wireless,RI,True,308 Union Ave,True,False,"Providence,",(401) 270-2827,02909
Miguelangelo Studio & Wireless,RI,True,1920 Westminster St,True,False,"Providence,",(401) 861-2016,02909
Cell Talk Plus,MA,True,95 Rockdale Ave,True,False,"New Bedford,",(774) 425-2927,02740
Target,RI,True,620 George Washington Hwy,True,False,"Lincoln,",(401) 642-0080,02865
Wal-Mart,RI,True,258 POST RD,True,False,"Westerly,",(401) 322-0790,02891
Advanced Mobile Solutions,RI,True,616 George Washington Hwy,True,True,"Lincoln,",(401) 335-3600,02865
Digital 2000,MA,True,866 Kempton,True,False,"New Bedford,",(508) 999-9908,02740
Target,MA,True,91 Taunton St,True,False,"Plainville,",(508) 643-5008,02762
Kmart,RI,True,296 Garfield Avenue,True,False,"Cranston,",(401) 946-3400,02920
Sprint at RadioShack Store,RI,True,232 GARFIELD AVE,True,False,"Cranston,",(401) 537-2400,02920
Best Services JC Inc,RI,True,232 Broad Street,True,False,"Cumberland,",(401) 729-6074,02864
Best Buy,RI,True,24 Universal Blvd,True,False,"Warwick,",(401) 826-7007,02886
Target,RI,True,1245 Bald Hill Rd,True,False,"Warwick,",(401) 821-0121,02886
Wal-Mart,RI,True,650 BALD HILL RD,True,False,"Warwick,",(401) 821-1766,02886
Target,RI,True,400 Bald Hill Rd,True,False,"Warwick,",(401) 244-1972,02886
InStyle Wireless,MA,True,350 Oak St,True,False,"Brockton,",(508) 436-7666,02301
Wal-Mart,MA,True,700 Oak St,True,False,"Brockton,",(508) 584-2333,02301
Best Buy,MA,True,200 Westgate Dr Westgate Mall,True,False,"Brockton,",(508) 587-5294,02301
Montello News,MA,True,829 N Main St,True,False,"Brockton,",(508) 583-3724,02301
Wal-Mart,MA,True,42 Fairhaven Commons Way,True,False,"Fairhaven,",(508) 993-8100,02719
Wal-Mart,RI,True,650 CENTRE OF NEW ENGLAND BLVD,True,False,"Coventry,",(401) 823-7780,02816
Wal-Mart,RI,True,1776 PLAINFIELD PIKE,True,False,"Cranston,",(401) 946-2030,02921
Screen MD Plus,RI,True,19 Washington Street,True,False,"West Warwick,",(401) 828-0851,02893
Kmart,RI,True,296 Garfield Avenue,True,False,"Cranston,",(401) 946-3400,02920
Sprint at RadioShack Store,RI,True,232 GARFIELD AVE,True,False,"Cranston,",(401) 537-2400,02920
Wal-Mart,RI,True,650 BALD HILL RD,True,False,"Warwick,",(401) 821-1766,02886
Miguelangelo Studio & Wireless,RI,True,1920 Westminster St,True,False,"Providence,",(401) 861-2016,02909
Target,RI,True,371 Putnam Pike Ste A-250,True,False,"Smithfield,",(401) 232-1699,02917
Mundo Wireless RI,RI,True,319 Pocasset ave,True,False,"Providence,",(401) 274-5400,02909
Zone Multi Service,RI,True,283 Plainfield St,True,False,"Providence,",(401) 383-7366,02909
MJS Express Inc.,RI,True,292 Manton Ave,True,False,"Providence,",(401) 270-4948,02909
Mega Wireless,RI,True,308 Union Ave,True,False,"Providence,",(401) 270-2827,02909
Target,RI,True,400 Bald Hill Rd,True,False,"Warwick,",(401) 244-1972,02886
Best Buy,RI,True,24 Universal Blvd,True,False,"Warwick,",(401) 826-7007,02886
Access Wireless,CT,True,561 Hartford Pike,True,True,"Dayville,",(860) 412-9010,06241
Kmart,MA,True,2001 Main Street,True,False,"Brockton,",(508) 588-9010,02301
Cell Plus,MA,True,649 Warren Ave,True,False,"Brockton,",(774) 259-0596,02301
CV Electronics,MA,True,200 Westgate Mall Drive,True,False,"Brockton,",(508) 510-3836,02301
Cell Talk Wireless,MA,True,860 Brock Ave,True,False,"New Bedford,",(774) 628-9412,02744
Kmart,MA,True,9 Plaza Way,True,False,"Fairhaven,",(508) 997-1246,02719
Best Buy,MA,True,200 Westgate Dr.,True,False,"Brockton,",(508) 894-3015,02301
Wal-Mart,RI,True,1776 PLAINFIELD PIKE,True,False,"Cranston,",(401) 946-2030,02921
Target,CT,True,2177 Killingly Cmns,True,False,"Dayville,",(860) 412-1283,06241
Target,RI,True,1245 Bald Hill Rd,True,False,"Warwick,",(401) 821-0121,02886
RI Wireless,RI,True,243 Webster Ave,True,False,"Providence,",(401) 270-2248,02909
Company 4Zero1,RI,True,570 Douglas Avenue,True,False,"Providence,",(401) 228-8934,02908
Providence Multiservice,RI,True,1188 Elmwood Ave,True,False,"Providence,",(401) 837-2626,02907
Primetime Providence,RI,True,500 Broad St,True,False,"Providence,",(401) 272-7022,02907
Primetime,RI,True,748 Cranston St,True,False,"Providence,",(401) 443-2619,02907
JR Electronics,RI,True,516 Cranston Street,True,False,"Providence,",(401) 453-5300,02907
TeleService,RI,True,1103 Chalkstone Ave,True,False,"Providence,",(401) 331-0270,02908
Telebeepers 941 Providence,RI,True,941 Chalkstone Ave,True,False,"Providence,",(401) 727-0060,02908
Smart Cellular,RI,True,1052 Charles St,True,False,"Providence,",(401) 722-1618,02904
Wal-Mart,RI,True,51 SILVER SPRING ST,True,False,"Providence,",(401) 272-5047,02904
Expert Wireless RI,RI,True,510 Prairie Ave,True,False,"Providence,",(401) 285-6050,02905
Primetime,RI,True,1380 Broad St,True,False,"Providence,",(401) 572-3029,02905
Target,RI,True,620 George Washington Hwy,True,False,"Lincoln,",(401) 642-0080,02865
Wal-Mart,RI,True,199 CONNELL HWY,True,False,"Newport,",(401) 848-5167,02840
Wal-Mart,RI,True,1031 Ten Rod Rd,True,False,"North Kingstown,",(401) 294-0025,02852
Target,RI,True,1245 Bald Hill Rd,True,False,"Warwick,",(401) 821-0121,02886
Wal-Mart,RI,True,650 BALD HILL RD,True,False,"Warwick,",(401) 821-1766,02886
Best Buy,RI,True,24 Universal Blvd,True,False,"Warwick,",(401) 826-7007,02886
Target,RI,True,400 Bald Hill Rd,True,False,"Warwick,",(401) 244-1972,02886
Screen MD Plus,RI,True,19 Washington Street,True,False,"West Warwick,",(401) 828-0851,02893
Smartphone Wireless,MA,True,1439 South Main St,True,False,"Fall River,",(508) 567-3917,02724
Wal-Mart,MA,True,638 Quequechan Street,True,False,"Fall River,",(508) 730-2677,02721
NCS Wireless LLC,MA,True,502 S Main St,True,False,"Fall River,",(508) 675-4841,02721
Kmart,MA,True,Rte 81 24 Canning Blvd,True,False,"Fall River,",(508) 679-2111,02721
Wal-Mart,RI,True,650 CENTRE OF NEW ENGLAND BLVD,True,False,"Coventry,",(401) 823-7780,02816
Lifetime Communications,MA,True,1332 Pleasant St,True,False,"Fall River,",(508) 676-2355,02723
Wal-Mart,RI,True,1776 PLAINFIELD PIKE,True,False,"Cranston,",(401) 946-2030,02921
Wal-Mart,MA,True,54 Cousineau Drive,True,False,"Swansea,",(508) 677-3775,02777
Advanced Mobile Solutions,RI,True,616 George Washington Hwy,True,True,"Lincoln,",(401) 335-3600,02865
Wal-Mart,RI,True,7 Dowling Village Blvd,True,False,"North Smithfield,",(401) 766-1961,02896
Preferred Wireless Consultants,RI,True,704 Broadway,True,False,"Pawtucket,",(401) 475-0943,02860
Nation Cellnet,RI,True,363 Smithfield Avenue,True,False,"Pawtucket,",(401) 305-7655,02860
PC-Tech,RI,True,901 Main St,True,False,"Pawtucket,",(401) 475-4775,02860
Telebeepers Dexter,RI,True,21 Dexter St,True,False,"Pawtucket,",(401) 727-0060,02860
Prime Time EP,RI,True,912 Broadway,True,False,"East Providence,",(401) 435-8050,02914
Wal-Mart,CT,True,450 PROVIDENCE ROAD,True,False,"Brooklyn,",(860) 412-5137,06234
Migz Wireless Central Falls,RI,True,747 Broad St,True,False,"Central Falls,",(401) 475-6944,02863
Wal-Mart,RI,True,1031 Ten Rod Rd,True,False,"North Kingstown,",(401) 294-0025,02852
Lauritas Video & Varieties,RI,True,881 Broad Street,True,False,"Central Falls,",(401) 722-5454,02863
The Electronics Market Inc.,RI,True,582 Dexter St,True,False,"Central Falls,",(401) 305-3303,02863
Amazing Mobile,RI,True,1096 Social St,True,False,"Woonsocket,",(401) 597-0566,02895
Best Services JC Inc,RI,True,232 Broad Street,True,False,"Cumberland,",(401) 729-6074,02864
Wal-Mart,MA,True,1180 Fall River Ave,True,False,"Seekonk,",(508) 336-0290,02771
Primetime,RI,True,1380 Broad St,True,False,"Providence,",(401) 572-3029,02905
Sprint at RadioShack Store,RI,True,232 GARFIELD AVE,True,False,"Cranston,",(401) 537-2400,02920
Target,MA,True,579 Gar Hwy Ste 5,True,False,"Swansea,",(774) 488-3684,02777
Expert Wireless RI,RI,True,510 Prairie Ave,True,False,"Providence,",(401) 285-6050,02905
Kmart,RI,True,296 Garfield Avenue,True,False,"Cranston,",(401) 946-3400,02920
JR Electronics,RI,True,516 Cranston Street,True,False,"Providence,",(401) 453-5300,02907
Primetime,RI,True,748 Cranston St,True,False,"Providence,",(401) 443-2619,02907
Providence Multiservice,RI,True,1188 Elmwood Ave,True,False,"Providence,",(401) 837-2626,02907
Primetime Providence,RI,True,500 Broad St,True,False,"Providence,",(401) 272-7022,02907
New Wireless 2 Inc.,RI,True,1087 Park Ave,True,False,"Woonsocket,",(401) 356-0004,02895
Target,MA,True,79 Commerce Way,True,False,"Seekonk,",(508) 336-1117,02771
Best Buy,MA,True,41 Commerce Way,True,False,"Seekonk,",(508) 336-1391,02771
401 Wireless,RI,True,118 Main Street,True,False,"Woonsocket,",(401) 356-4811,02895
North Main Wireless,RI,True,69 North Main St,True,False,"Woonsocket,",(401) 765-0715,02895
Target,CT,True,195 River Road,True,False,"Jewett City,",(860) 823-2960,06351
Wal-Mart,NH,True,85 State Route 101A,True,False,"Amherst,",(603) 672-3421,03031
Wal-Mart,NH,True,17 COLBY CT,True,False,"Bedford,",(603) 626-6733,03110
Target,NH,True,220 S River Rd,True,False,"Bedford,",(603) 263-0061,03110
Target,NH,True,600 Amherst St,True,False,"Nashua,",(603) 324-0039,03063
Wal-Mart,NH,True,725 Gold St,True,False,"Manchester,",(603) 621-9666,03103
Best Market,NH,True,61 Maple St,True,False,"Manchester,",(603) 867-6539,03103
Best Buy,NH,True,1500 S Willow St,True,False,"Manchester,",(603) 622-0804,03103
Infinity Communication,NH,True,1279 Elm St.,True,False,"Manchester,",(603) 935-9658,03101
Infinity Communications,NH,True,168 Amory Street,True,False,"Manchester,",(603) 518-8487,03102
Best Buy,NH,True,220 Daniel Webster Hwy,True,False,"Nashua,",(603) 891-4900,03062
Best Buy,NH,True,310 Daniel Webster Highway,True,False,"Nashua,",(603) 888-5414,03060
Wal-Mart,NH,True,254 Lowell Rd,True,False,"Hudson,",(603) 598-4226,03051
Target,NH,True,310 Daniel Webster Highway,True,False,"Nashua,",(603) 891-4858,03060
Infinity Communication,NH,True,87 Main St.,True,False,"Nashua,",(603) 402-9904,03060
Nashua Multi Services,NH,True,16 Kinsley st,True,False,"Nashua,",(603) 943-3153,03060
Target,NH,True,100 Quality Dr,True,False,"Hooksett,",(603) 621-1451,03106
Wal-Mart,NH,True,3 Commerce Dr,True,False,"Hooksett,",(603) 644-8144,03106
Kmart,NH,True,1267 Hooksett Rd,True,False,"Hooksett,",(603) 625-5741,03106
Infinity Communications,NH,True,168 Amory Street,True,False,"Manchester,",(603) 518-8487,03102
Infinity Communication,NH,True,1279 Elm St.,True,False,"Manchester,",(603) 935-9658,03101
Wal-Mart,NH,True,11 Ashleigh Drive,True,False,"Derry,",(603) 434-3589,03038
Wal-Mart,NH,True,35 FRESH RIVER RD,True,False,"Epping,",(603) 679-5919,03042
Wal-Mart,NH,True,725 Gold St,True,False,"Manchester,",(603) 621-9666,03103
Best Market,NH,True,61 Maple St,True,False,"Manchester,",(603) 867-6539,03103
Best Buy,NH,True,1500 S Willow St,True,False,"Manchester,",(603) 622-0804,03103
Target,NH,True,220 S River Rd,True,False,"Bedford,",(603) 263-0061,03110
Wal-Mart,NH,True,17 COLBY CT,True,False,"Bedford,",(603) 626-6733,03110
Best Buy,NH,True,78 Damante Dr,True,False,"Concord,",(603) 227-0826,03301
Target,NH,True,80 Damante Dr,True,False,"Concord,",(603) 227-0809,03301
Wal-Mart,NH,True,344 Loudon Rd,True,False,"Concord,",(603) 226-9312,03301
Wal-Mart,NH,True,3 Commerce Dr,True,False,"Hooksett,",(603) 644-8144,03106
Kmart,NH,True,1267 Hooksett Rd,True,False,"Hooksett,",(603) 625-5741,03106
Wal-Mart,NH,True,11 Ashleigh Drive,True,False,"Derry,",(603) 434-3589,03038
Target,NH,True,100 Quality Dr,True,False,"Hooksett,",(603) 621-1451,03106
Wal-Mart,NH,True,58 PLAISTOW RD,True,False,"Plaistow,",(603) 382-2839,03865
Best Buy,NH,True,290 S Broadway Unit E,True,False,"Salem,",(603) 890-9002,03079
Target,NH,True,203-219 South Broadway,True,False,"Salem,",(603) 870-0071,03079
Wal-Mart,NH,True,326 N Broadway,True,False,"Salem,",(603) 894-5642,03079
Wal-Mart,NH,True,85 State Route 101A,True,False,"Amherst,",(603) 672-3421,03031
Kmart,NH,True,161 S Broadway,True,False,"Salem,",(603) 893-6181,03079
Best Buy,NH,True,78 Damante Dr,True,False,"Concord,",(603) 227-0826,03301
Wal-Mart,NH,True,344 Loudon Rd,True,False,"Concord,",(603) 226-9312,03301
Target,NH,True,80 Damante Dr,True,False,"Concord,",(603) 227-0809,03301
Performance Wireless Solution,NH,True,54 South Main St,True,False,"Rochester,",(603) 294-9976,03867
Kmart,NH,True,21 Lilac Mall,True,False,"Rochester,",(603) 332-2430,03867
Wal-Mart,NH,True,116 FARMINGTON RD,True,False,"Rochester,",(603) 332-4300,03867
Best Buy,NH,True,99 ROCKINGHAM PARK BLVD E127B,True,False,"Rochester,",(603) 896-6128,03867
Target,NH,True,80 Damante Dr,True,False,"Concord,",(603) 227-0809,03301
Best Buy,NH,True,78 Damante Dr,True,False,"Concord,",(603) 227-0826,03301
Wal-Mart,NH,True,344 Loudon Rd,True,False,"Concord,",(603) 226-9312,03301
Target,NH,True,46 Ash Brook Rd,True,False,"Keene,",(603) 354-2151,03431
Target,NH,True,46 Ash Brook Rd,True,False,"Keene,",(603) 354-2151,03431
Best Buy,NH,True,274 Plainfield Rd,True,False,"West Lebanon,",(603) 298-7353,03784
Best Buy,NH,True,45 Gosling Rd,True,False,"Portsmouth,",(603) 431-1269,03801
Wal-Mart,NH,True,2200 WOODBURY AVE,True,False,"Portsmouth,",(603) 430-9985,03801
Wal-Mart,NH,True,2460 Lafayette Rd,True,False,"Portsmouth,",(603) 433-6008,03801
Target,NH,True,1450 Greenland Rd,True,False,"Greenland,",not found,03840
Seacoast Cellular,NH,True,42 Lafayette Rd,True,True,"North Hampton,",(603) 964-8964,03862
My Mobile,NH,True,1 Main Street,True,False,"Dover,",(603) 742-5200,03820
Wal-Mart,NH,True,700 Lafayette Road Unit 1,True,False,"Seabrook,",(603) 474-2037,03874
Wal-Mart,NH,True,59 Waltons Way,True,False,"Somersworth,",(603) 692-6346,03878
Wal-Mart,NH,True,35 FRESH RIVER RD,True,False,"Epping,",(603) 679-5919,03042
Max Cellular NH LLC,NH,True,563 Lafayette,True,False,"Seabrook,",(603) 814-4194,03874
Target,NH,True,11 Andrews Rd,True,False,"Somersworth,",(603) 692-6750,03878
Kmart,MA,True,45 Storey Ave,True,False,"Newburyport,",(978) 462-8521,01950
Preferred Wireless Consultants,ME,True,484 Congress St,True,False,"Portland,",(202) 747-5719,04101
REPUBLICASH LLC,ME,True,1124 Brighton Ave,True,False,"Portland,",(207) 774-7680,04102
Target,ME,True,125 Topsham Fair Mall Rd,True,False,"Topsham,",(207) 504-5050,04086
Broadway Variety,ME,True,771 Broadway,True,False,"South Portland,",(207) 767-2577,04106
REPUBLICASH LLC,ME,True,682 Main Street,True,False,"South Portland,",(207) 899-0260,04106
Target,ME,True,200 Running Hill Rd,True,False,"South Portland,",(207) 871-1156,04106
Best Buy,ME,True,364 Maine Mall Rd Box 301,True,False,"South Portland,",(207) 791-8800,04106
REPUBLICASH LLC,ME,True,364 Elm St,True,False,"Biddeford,",(207) 282-1678,04005
Wal-Mart,ME,True,50 Boulder Way,True,False,"Biddeford,",(207) 286-9551,04005
Target,ME,True,585 Alfred Rd Rte 111,True,False,"Biddeford,",(207) 284-2510,04005
Wal-Mart,ME,True,500 Gallery Blvd,True,False,"Scarborough,",(207) 885-5567,04074
Broadway Variety,ME,True,771 Broadway,True,False,"South Portland,",(207) 767-2577,04106
Target,ME,True,200 Running Hill Rd,True,False,"South Portland,",(207) 871-1156,04106
REPUBLICASH LLC,ME,True,1124 Brighton Ave,True,False,"Portland,",(207) 774-7680,04102
Best Buy,ME,True,364 Maine Mall Rd Box 301,True,False,"South Portland,",(207) 791-8800,04106
REPUBLICASH LLC,ME,True,682 Main Street,True,False,"South Portland,",(207) 899-0260,04106
Preferred Wireless Consultants,ME,True,484 Congress St,True,False,"Portland,",(202) 747-5719,04101
RepubliCash Windham,ME,True,726 Roosevelt Trail,True,False,"Windham,",(207) 893-0005,04062
RepubliCash SANFORD,ME,True,789 Main St,True,False,"Sanford,",(207) 850-1025,04073
Wal-Mart,ME,True,1930 Main St,True,False,"Sanford,",(207) 490-1988,04073
Target,ME,True,125 Topsham Fair Mall Rd,True,False,"Topsham,",(207) 504-5050,04086
MC Cellular,ME,True,236 Main St,True,False,"Lewiston,",(207) 241-0216,04240
Wal-Mart,ME,True,100 Mount Auburn Ave,True,False,"Auburn,",(207) 784-0738,04210
Best Buy,ME,True,649 Turner St,True,False,"Auburn,",(207) 795-8810,04210
RepubliCash Windham,ME,True,726 Roosevelt Trail,True,False,"Windham,",(207) 893-0005,04062
Wal-Mart,ME,True,100 Mount Auburn Ave,True,False,"Auburn,",(207) 784-0738,04210
Best Buy,ME,True,649 Turner St,True,False,"Auburn,",(207) 795-8810,04210
MC Cellular,ME,True,236 Main St,True,False,"Lewiston,",(207) 241-0216,04240
RepubliCash SANFORD,ME,True,789 Main St,True,False,"Sanford,",(207) 850-1025,04073
Wal-Mart,ME,True,1930 Main St,True,False,"Sanford,",(207) 490-1988,04073
REPUBLICASH LLC,ME,True,364 Elm St,True,False,"Biddeford,",(207) 282-1678,04005
Target,ME,True,585 Alfred Rd Rte 111,True,False,"Biddeford,",(207) 284-2510,04005
Wal-Mart,ME,True,50 Boulder Way,True,False,"Biddeford,",(207) 286-9551,04005
Target,NH,True,11 Andrews Rd,True,False,"Somersworth,",(603) 692-6750,03878
Wal-Mart,NH,True,59 Waltons Way,True,False,"Somersworth,",(603) 692-6346,03878
My Mobile,NH,True,1 Main Street,True,False,"Dover,",(603) 742-5200,03820
Wal-Mart,ME,True,100 Mount Auburn Ave,True,False,"Auburn,",(207) 784-0738,04210
Best Buy,ME,True,649 Turner St,True,False,"Auburn,",(207) 795-8810,04210
MC Cellular,ME,True,236 Main St,True,False,"Lewiston,",(207) 241-0216,04240
Target,ME,True,125 Topsham Fair Mall Rd,True,False,"Topsham,",(207) 504-5050,04086
Target,ME,True,119 Crossing Way,True,False,"Augusta,",(207) 622-8000,04330
Wal-Mart,ME,True,201 Civic Center Dr,True,False,"Augusta,",(207) 623-8223,04330
Best Buy,ME,True,14 CROSSING WAY,True,False,"Augusta,",(207) 626-3510,04330
Wal-Mart,ME,True,80 Waterville Commons Dr,True,False,"Waterville,",(207) 877-8774,04901
Wal-Mart,ME,True,900 Stillwater Ave,True,False,"Bangor,",(207) 947-5254,04401
Target,ME,True,60 Longview Dr,True,False,"Bangor,",(207) 945-3133,04401
Best Buy,ME,True,45 BANGOR MALL BLVD,True,False,"Bangor,",(207) 942-3434,04401
Wal-Mart,ME,True,24 Walton Dr,True,False,"Brewer,",(207) 989-5068,04412
Best Buy,ME,True,45 BANGOR MALL BLVD,True,False,"Bangor,",(207) 942-3434,04401
Wal-Mart,ME,True,900 Stillwater Ave,True,False,"Bangor,",(207) 947-5254,04401
Target,ME,True,60 Longview Dr,True,False,"Bangor,",(207) 945-3133,04401
